Sentence Number,Token,Label
,##°,O
,and,O
,10,O
,',O
,north,O
,latitude,O
,and,O
,between,O
,119,O
,##°,O
,and,O
,127,O
,##°,O
,east,O
,longitude,O
,.,O
,The,O
,route,O
,of,O
,the,O
,party,O
,is,O
,indicated,O
,by,O
,the,O
,heavy,O
,line,O
,.,O
,The,O
,work,O
,was,O
,divided,O
,as,O
,follows,O
,That,O
,on,O
,the,O
,Z,B-GeographicalLocation
,##am,I-GeographicalLocation
,##boa,I-GeographicalLocation
,##nga,I-GeographicalLocation
,Peninsula,I-GeographicalLocation
,and,O
,the,O
,Sul,O
,##u,O
,group,O
,was,O
,done,O
,by,O
,W,O
,.,O
,D,O
,.,O
,Smith,O
,accompanied,O
,by,O
,Lieutenant,O
,Charles,O
,S,O
,.,O
,C,O
,##af,O
,##fer,O
,##y,O
,:,O
,the,O
,vicinity,O
,of,O
,C,B-GeographicalLocation
,##aga,I-GeographicalLocation
,##yan,I-GeographicalLocation
,and,O
,Il,B-GeographicalLocation
,##igan,I-GeographicalLocation
,",",O
,Mi,B-GeographicalLocation
,##sa,I-GeographicalLocation
,##mis,I-GeographicalLocation
,Province,I-GeographicalLocation
,",",O
,was,O
,investigated,O
,by,O
,H,O
,.,O
,M,O
,.,O
,I,O
,##cki,O
,##s,O
,",",O
,assisted,O
,by,O
,E,O
,.,O
,N,O
,.,O
,Clark,O
,;,O
,W,O
,.,O
,D,O
,.,O
,Smith,O
,and,O
,H,O
,.,O
,M,O
,.,O
,I,O
,##cki,O
,##s,O
,",",O
,accompanied,O
,by,O
,Lieutenant,O
,C,O
,##af,O
,##fer,O
,##y,O
,and,O
,an,O
,escort,O
,",",O
,surveyed,O
,from,O
,Camp,B-GeographicalLocation
,Over,I-GeographicalLocation
,##ton,I-GeographicalLocation
,through,O
,the,O
,Lana,B-GeographicalLocation
,##o,I-GeographicalLocation
,Lake,I-GeographicalLocation
,country,O
,to,O
,Co,B-GeographicalLocation
,##ta,I-GeographicalLocation
,##bat,I-GeographicalLocation
,##o,I-GeographicalLocation
,and,O
,from,O
,Co,O
,##ta,O
,##bat,O
,##o,O
,to,O
,Da,B-GeographicalLocation
,##va,I-GeographicalLocation
,##o,I-GeographicalLocation
,;,O
,the,O
,ascent,O
,of,O
,Mount,B-GeographicalLocation
,A,I-GeographicalLocation
,##po,I-GeographicalLocation
,was,O
,made,O
,by,O
,W,O
,.,O
,D,O
,.,O
,S,O
,##m,O
,##th,O
,",",O
,Maurice,O
,Goodman,O
,",",O
,and,O
,H,O
,.,O
,M,O
,.,O
,I,O
,##cki,O
,##s,O
,;,O
,Maurice,O
,Goodman,O
,and,O
,H,O
,.,O
,M,O
,.,O
,I,O
,##cki,O
,##s,O
,Ave,O
,##nt,O
,from,O
,Da,O
,##va,O
,##o,O
,up,O
,the,O
,Tag,B-GeographicalLocation
,##um,I-GeographicalLocation
,and,O
,Sa,B-GeographicalLocation
,##hu,I-GeographicalLocation
,##g,I-GeographicalLocation
,Rivers,I-GeographicalLocation
,to,O
,the,O
,head,O
,##waters,O
,of,O
,the,O
,A,B-GeographicalLocation
,##gus,I-GeographicalLocation
,##an,I-GeographicalLocation
,and,O
,thence,O
,to,O
,Ta,B-GeographicalLocation
,##la,I-GeographicalLocation
,##co,I-GeographicalLocation
,##gon,I-GeographicalLocation
,.,O
,Maurice,O
,Goodman,O
,then,O
,proceeded,O
,to,O
,Sur,B-GeographicalLocation
,##iga,I-GeographicalLocation
,##o,I-GeographicalLocation
,and,O
,Place,B-GeographicalLocation
,##r,I-GeographicalLocation
,",",O
,while,O
,H,O
,.,O
,M,O
,.,O
,I,O
,##cki,O
,##s,O
,made,O
,a,O
,reconnaissance,O
,to,O
,San,B-GeographicalLocation
,Jo,I-GeographicalLocation
,##s,I-GeographicalLocation
,##6,I-GeographicalLocation
,de,I-GeographicalLocation
,B,I-GeographicalLocation
,##is,I-GeographicalLocation
,##li,I-GeographicalLocation
,##g,I-GeographicalLocation
,and,O
,back,O
,to,O
,Ta,O
,##la,O
,##co,O
,##gon,O
,.,O
,II,O
,.,O
,PR,O
,##E,O
,##VI,O
,##O,O
,##US,O
,W,O
,##OR,O
,##K,O
,OF,O
,A,O
,GE,O
,##O,O
,##GR,O
,##AP,O
,##H,O
,##IC,O
,##AL,O
,OR,O
,GE,O
,##OL,O
,##O,O
,##GI,O
,##C,O
,N,O
,##AT,O
,##UR,O
,##E,O
,IN,O
,MI,B-GeographicalLocation
,##ND,I-GeographicalLocation
,##AN,I-GeographicalLocation
,##A,I-GeographicalLocation
,##O,I-GeographicalLocation
,.,O
,No,O
,attempt,O
,will,O
,be,O
,made,O
,to,O
,review,O
,the,O
,work,O
,of,O
,all,O
,the,O
,men,O
,who,O
,have,O
,undertaken,O
,expeditions,O
,through,O
,the,O
,southern,O
,islands,O
,of,O
,the,O
,Philippine,B-GeographicalLocation
,Archipelago,I-GeographicalLocation
,.,O
,,
Sentence 6,48,O
,##2,O
,SM,O
,##IT,O
,##H,O
,.,O
,The,O
,initial,O
,reconnaissance,O
,which,O
,I,O
,undertook,O
,was,O
,to,O
,Boston,B-GeographicalLocation
,",",O
,some,O
,10,O
,or,O
,12,O
,kilometers,O
,northeast,O
,of,O
,Z,B-GeographicalLocation
,##am,I-GeographicalLocation
,##boa,I-GeographicalLocation
,##nga,I-GeographicalLocation
,.,O
,Here,O
,the,O
,transportation,O
,by,O
,wagon,O
,Ava,O
,##s,O
,left,O
,and,O
,a,O
,trail,O
,taken,O
,which,O
,led,O
,up,O
,an,O
,abrupt,O
,hill,O
,a,O
,little,O
,beyond,O
,which,O
,point,O
,we,O
,entered,O
,the,O
,forest,B-Habitat
,.,O
,Between,O
,Boston,O
,and,O
,this,O
,hill,O
,I,O
,found,O
,some,O
,float,O
,limestone,O
,with,O
,fragments,O
,of,O
,Or,B-Taxon
,##hit,I-Taxon
,##oid,I-Taxon
,##es,I-Taxon
,",",O
,which,O
,probably,O
,are,O
,identical,O
,with,O
,the,O
,material,O
,E,B-Taxon
,##ich,I-Taxon
,##th,I-Taxon
,##of,I-Taxon
,##en,I-Taxon
,encountered,O
,so,O
,many,O
,years,O
,before,O
,.,O
,This,O
,is,O
,practically,O
,all,O
,he,O
,contributed,O
,to,O
,the,O
,geology,O
,of,O
,this,O
,region,O
,",",O
,but,O
,this,O
,is,O
,not,O
,surprising,O
,when,O
,the,O
,attitude,O
,of,O
,the,O
,natives,O
,at,O
,that,O
,time,O
,is,O
,considered,O
,.,O
,We,O
,continued,O
,in,O
,the,O
,forest,O
,for,O
,about,O
,three,O
,days,O
,",",O
,obtaining,O
,absolutely,O
,no,O
,view,O
,of,O
,the,O
,country,O
,farther,O
,than,O
,50,O
,yards,O
,from,O
,the,O
,trail,O
,",",O
,until,O
,we,O
,reached,O
,a,O
,log,O
,cabin,O
,about,O
,30,O
,miles,O
,north,O
,of,O
,Z,O
,##am,O
,##boa,O
,##nga,O
,on,O
,the,O
,Tu,B-GeographicalLocation
,##ma,I-GeographicalLocation
,##ga,I-GeographicalLocation
,El,I-GeographicalLocation
,##ver,I-GeographicalLocation
,"""",O
,The,O
,country,O
,rock,O
,in,O
,this,O
,region,O
,is,O
,a,O
,much,O
,de,O
,##com,O
,##posed,O
,s,O
,##chi,O
,##st,O
,",",O
,with,O
,a,O
,considerable,O
,thickness,O
,of,O
,stiff,O
,",",O
,yellow,O
,",",O
,clay,O
,over,O
,##bur,O
,##den,O
,.,O
,(,O
,Plate,O
,III,O
,),O
,Q,O
,##ua,O
,##rt,O
,##z,O
,p,O
,##eb,O
,##bles,O
,and,O
,bowl,O
,##ders,O
,are,O
,p,O
,##lent,O
,##iful,O
,in,O
,the,O
,clay,O
,;,O
,the,O
,p,O
,##eb,O
,##bles,O
,come,O
,from,O
,quartz,O
,string,O
,##ers,O
,in,O
,the,O
,s,O
,##chi,O
,##st,O
,.,O
,The,O
,large,O
,bowl,O
,##ders,O
,clearly,O
,indicate,O
,large,O
,veins,O
,",",O
,but,O
,we,O
,were,O
,not,O
,so,O
,fortunate,O
,as,O
,to,O
,encounter,O
,any,O
,of,O
,the,O
,latter,O
,.,O
,The,O
,clay,O
,contains,O
,a,O
,small,O
,amount,O
,of,O
,gold,O
,which,O
,the,O
,prospect,O
,##ors,O
,had,O
,recovered,O
,by,O
,s,O
,##lu,O
,##ici,O
,##ng,O
,.,O
,P,O
,##ew,O
,people,O
,were,O
,encountered,O
,in,O
,this,O
,forest,O
,.,O
,On,O
,our,O
,return,O
,aft,O
,##ej,O
,##th,O
,##ree,O
,days,O
,',O
,stay,O
,we,O
,followed,O
,the,O
,river,O
,for,O
,perhaps,O
,25,O
,kilometers,O
,.,O
,At,O
,times,O
,we,O
,came,O
,upon,O
,box,O
,cat,O
,##ions,O
,(,O
,some,O
,of,O
,which,O
,we,O
,might,O
,have,O
,s,O
,##wu,O
,##m,O
,through,O
,),O
,",",O
,but,O
,usually,O
,we,O
,took,O
,the,O
,high,O
,trail,O
,which,O
,went,O
,along,O
,the,O
,steep,B-Habitat
,side,I-Habitat
,of,I-Habitat
,the,I-Habitat
,cliff,I-Habitat
,",",O
,at,O
,times,O
,30,O
,meters,O
,above,O
,the,O
,water,O
,and,O
,rocks,O
,.,O
,The,O
,way,O
,was,O
,extremely,O
,difficult,O
,;,O
,the,O
,sharp,O
,river,O
,rocks,O
,",",O
,the,O
,sharp,O
,-,O
,edged,O
,s,O
,##chi,O
,##sts,O
,and,O
,the,O
,le,O
,##ech,O
,##es,O
,began,O
,to,O
,tell,O
,on,O
,our,O
,carriers,O
,",",O
,so,O
,that,O
,we,O
,finally,O
,took,O
,a,O
,trail,O
,which,O
,led,O
,out,O
,of,O
,the,O
,river,O
,and,O
,after,O
,a,O
,climb,O
,up,O
,the,O
,side,O
,of,O
,the,O
,gorge,O
,we,O
,regained,O
,the,O
,old,O
,path,O
,which,O
,we,O
,followed,O
,to,O
,a,O
,hem,O
,##p,O
,plantation,O
,at,O
,the,O
,edge,O
,of,O
,the,O
,timber,O
,and,O
,by,O
,mid,O
,-,O
,day,O
,arrived,O
,in,O
,Z,O
,##am,O
,##boa,O
,##nga,O
,.,O
,VI,O
,##CI,O
,##NI,O
,##TY,O
,OF,O
,SA,B-GeographicalLocation
,##N,I-GeographicalLocation
,RAM,I-GeographicalLocation
,##ON,I-GeographicalLocation
,.,O
,My,O
,next,O
,reconnaissance,O
,was,O
,in,O
,the,O
,vicinity,O
,of,O
,the,O
,San,B-GeographicalLocation
,Ramon,I-GeographicalLocation
,Farm,I-GeographicalLocation
,",",O
,controlled,O
,by,O
,the,O
,Mo,B-GeographicalLocation
,##ro,I-GeographicalLocation
,Province,I-GeographicalLocation
,.,O
,This,O
,ex,O
,##cursion,O
,was,O
,for,O
,the,O
,purpose,O
,of,O
,an,O
,examination,O
,of,O
,the,O
,mountains,O
,which,O
,rise,O
,abruptly,O
,back,O
,of,O
,the,O
,narrow,O
,coastal,O
,plain,O
,.,O
,The,O
,formation,O
,in,O
,this,O
,place,O
,is,O
,entirely,O
,volcanic,O
,",",O
,the,O
,rich,O
,",",O
,di,O
,##sin,O
,##te,O
,##gra,O
,##ted,O
,,
Sentence 7,GE,O
,##OL,O
,##O,O
,##GI,O
,##C,O
,R,O
,##EC,O
,##ON,O
,##NA,O
,##IS,O
,##SA,O
,##NC,O
,##E,O
,O,O
,##P,O
,MI,B-GeographicalLocation
,##ND,I-GeographicalLocation
,##AN,I-GeographicalLocation
,##A,I-GeographicalLocation
,##O,I-GeographicalLocation
,AND,O
,S,B-GeographicalLocation
,##U,I-GeographicalLocation
,##L,I-GeographicalLocation
,##U,I-GeographicalLocation
,.,O
,49,O
,##3,O
,F,O
,##O,O
,##IL,O
,CO,B-GeographicalLocation
,##TA,I-GeographicalLocation
,##BA,I-GeographicalLocation
,##TO,I-GeographicalLocation
,TO,O
,D,B-GeographicalLocation
,##AV,I-GeographicalLocation
,##A,I-GeographicalLocation
,##O,I-GeographicalLocation
,.,O
,The,O
,town,O
,of,O
,Co,B-GeographicalLocation
,##ta,I-GeographicalLocation
,##bat,I-GeographicalLocation
,##o,I-GeographicalLocation
,is,O
,situated,O
,on,O
,the,O
,south,O
,bank,O
,of,O
,the,O
,novel,O
,branch,O
,of,O
,the,O
,Rio,B-GeographicalLocation
,Grande,I-GeographicalLocation
,de,I-GeographicalLocation
,Mindanao,I-GeographicalLocation
,.,O
,It,O
,consists,O
,of,O
,a,O
,collection,O
,of,O
,low,O
,",",O
,white,O
,",",O
,Spanish,O
,houses,O
,fairly,O
,close,O
,together,O
,",",O
,with,O
,the,O
,usual,O
,native,O
,huts,O
,s,O
,##tra,O
,##gg,O
,##ling,O
,about,O
,in,O
,the,O
,en,O
,##vir,O
,##ons,O
,.,O
,Just,O
,south,O
,of,O
,and,O
,on,O
,the,O
,edge,O
,of,O
,the,O
,town,O
,is,O
,a,O
,limestone,O
,hill,O
,about,O
,150,O
,meters,O
,high,O
,from,O
,which,O
,a,O
,magnificent,O
,pan,O
,##orama,O
,(,O
,Plate,O
,##s,O
,XVI,O
,and,O
,XVI,O
,##I,O
,),O
,can,O
,be,O
,obtained,O
,of,O
,the,O
,surrounding,O
,country,O
,.,O
,This,O
,hill,O
,is,O
,an,O
,outpost,O
,of,O
,a,O
,greater,O
,mass,O
,which,O
,is,O
,to,O
,be,O
,found,O
,to,O
,the,O
,south,O
,",",O
,and,O
,which,O
,formerly,O
,was,O
,undoubtedly,O
,still,O
,more,O
,extensive,O
,;,O
,it,O
,is,O
,very,O
,remarkable,O
,in,O
,that,O
,it,O
,stands,O
,out,O
,in,O
,the,O
,middle,O
,of,O
,the,O
,great,O
,delta,O
,",",O
,which,O
,forms,O
,all,O
,the,O
,river,O
,plain,O
,from,O
,the,O
,mouth,O
,of,O
,the,O
,river,O
,back,O
,and,O
,even,O
,beyond,O
,Fort,B-GeographicalLocation
,Pi,B-GeographicalLocation
,##ki,I-GeographicalLocation
,##t,I-GeographicalLocation
,.,O
,The,O
,most,O
,notable,O
,feature,O
,of,O
,the,O
,topography,O
,of,O
,this,O
,plain,O
,",",O
,beside,O
,the,O
,hill,O
,just,O
,mentioned,O
,",",O
,is,O
,the,O
,old,O
,terrace,O
,lines,O
,which,O
,swing,O
,along,O
,",",O
,but,O
,not,O
,always,O
,parallel,O
,to,O
,",",O
,either,O
,side,O
,of,O
,the,O
,river,O
,.,O
,These,O
,terrace,O
,##s,O
,are,O
,undoubtedly,O
,of,O
,marine,O
,origin,O
,",",O
,for,O
,close,O
,to,O
,Co,O
,##ta,O
,##bat,O
,##o,O
,they,O
,are,O
,seen,O
,to,O
,be,O
,raised,O
,coral,O
,-,O
,reef,O
,shelves,O
,with,O
,the,O
,characteristic,O
,steep,O
,sea,O
,##ward,O
,slope,O
,of,O
,such,O
,formations,O
,.,O
,The,O
,evidence,O
,seems,O
,quite,O
,sufficient,O
,",",O
,to,O
,me,O
,at,O
,least,O
,",",O
,to,O
,suppose,O
,that,O
,the,O
,sea,O
,once,O
,swept,O
,far,O
,up,O
,this,O
,inter,O
,##mont,O
,##ane,O
,region,O
,which,O
,is,O
,now,O
,so,O
,filled,O
,with,O
,sediment,O
,.,O
,Indeed,O
,",",O
,I,O
,am,O
,convinced,O
,that,O
,it,O
,one,O
,time,O
,extended,O
,through,O
,to,O
,the,O
,Gulf,B-GeographicalLocation
,of,I-GeographicalLocation
,Da,B-GeographicalLocation
,##va,I-GeographicalLocation
,##o,I-GeographicalLocation
,",",O
,for,O
,in,O
,the,O
,stretch,O
,between,O
,the,O
,P,B-GeographicalLocation
,##ula,I-GeographicalLocation
,##ng,I-GeographicalLocation
,##ui,I-GeographicalLocation
,E,I-GeographicalLocation
,##i,I-GeographicalLocation
,-,I-GeographicalLocation
,-,I-GeographicalLocation
,er,I-GeographicalLocation
,and,O
,Da,O
,##va,O
,##o,O
,there,O
,are,O
,very,O
,recent,O
,sediments,O
,and,O
,volcanic,O
,##s,O
,which,O
,have,O
,closed,O
,up,O
,the,O
,passage,O
,.,O
,Co,B-GeographicalLocation
,##ta,I-GeographicalLocation
,##bat,I-GeographicalLocation
,##o,I-GeographicalLocation
,hill,I-GeographicalLocation
,is,O
,composed,O
,of,O
,a,O
,cavern,O
,##ous,O
,limestone,O
,with,O
,a,O
,fair,O
,s,O
,##p,O
,##rin,O
,##kling,O
,of,O
,fossils,O
,",",O
,coral,O
,##s,O
,",",O
,gastropod,O
,##s,O
,",",O
,lame,O
,##lli,O
,##bra,O
,##nch,O
,##s,O
,",",O
,etc,O
,",",O
,all,O
,of,O
,comparatively,O
,recent,O
,age,O
,",",O
,presumably,O
,Mi,O
,##ocene,O
,",",O
,although,O
,no,O
,specific,O
,determination,O
,##s,O
,have,O
,as,O
,yet,O
,been,O
,made,O
,.,O
,Plate,O
,XVI,O
,##II,O
,shows,O
,the,O
,interior,O
,of,O
,a,O
,native,O
,salt,O
,-,O
,making,O
,establishment,O
,at,O
,the,O
,lower,O
,end,O
,of,O
,the,O
,delta,O
,.,O
,Sea,O
,water,O
,is,O
,spray,O
,##ed,O
,over,O
,glowing,O
,em,O
,##bers,O
,",",O
,the,O
,salt,O
,is,O
,pre,O
,##ci,O
,##pit,O
,##ated,O
,and,O
,afterwards,O
,washed,O
,on,O
,and,O
,run,O
,through,O
,the,O
,large,O
,filter,O
,shown,O
,in,O
,the,O
,background,O
,of,O
,the,O
,picture,O
,.,O
,This,O
,filter,O
,contains,O
,wood,O
,ashes,O
,and,O
,earth,O
,.,O
,At,O
,the,O
,Mo,O
,##ro,O
,found,O
,##ry,O
,near,O
,Co,O
,##ta,O
,##bat,O
,##o,O
,",",O
,b,O
,##olo,O
,##s,O
,",",O
,prices,O
,",",O
,and,O
,many,O
,metal,O
,boxes,O
,of,O
,brass,O
,and,O
,silver,O
,,
Sentence 8,THE,O
,F,O
,##IS,O
,##H,O
,##ER,O
,##Y,O
,R,O
,##ES,O
,##O,O
,##UR,O
,##CE,O
,##S,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,IS,I-GeographicalLocation
,##LA,I-GeographicalLocation
,##ND,I-GeographicalLocation
,##S,I-GeographicalLocation
,.,O
,PA,O
,##RT,O
,I,O
,",",O
,CO,O
,##MM,O
,##ER,O
,##CI,O
,##AL,O
,F,O
,##IS,O
,##H,O
,##ES,O
,.,O
,By,O
,Alvin,O
,Se,O
,##ssi,O
,##le,O
,.,O
,From,O
,the,O
,Bureau,O
,of,O
,Science,O
,",",O
,Manila,B-GeographicalLocation
,",",O
,P,O
,.,O
,I,O
,),O
,IN,O
,##TR,O
,##OD,O
,##UC,O
,##TI,O
,##ON,O
,.,O
,We,O
,have,O
,received,O
,numerous,O
,requests,O
,for,O
,information,O
,regarding,O
,the,O
,commercial,O
,fisheries,O
,of,O
,the,O
,Philippine,B-GeographicalLocation
,Islands,I-GeographicalLocation
,",",O
,especially,O
,relating,O
,to,O
,the,O
,different,O
,kinds,O
,of,O
,edible,O
,fish,O
,and,O
,their,O
,abundance,O
,;,O
,the,O
,location,O
,of,O
,fishing,O
,-,O
,banks,O
,and,O
,the,O
,methods,O
,of,O
,capture,O
,.,O
,We,O
,have,O
,also,O
,been,O
,asked,O
,if,O
,fishing,O
,",",O
,entered,O
,into,O
,as,O
,a,O
,commercial,O
,venture,O
,",",O
,would,O
,be,O
,profitable,O
,.,O
,It,O
,is,O
,for,O
,the,O
,purpose,O
,of,O
,answering,O
,some,O
,of,O
,these,O
,questions,O
,that,O
,Part,O
,I,O
,of,O
,this,O
,series,O
,",",O
,based,O
,on,O
,my,O
,personal,O
,observation,O
,in,O
,the,O
,various,O
,islands,O
,of,O
,the,O
,group,O
,during,O
,the,O
,past,O
,year,O
,and,O
,a,O
,half,O
,",",O
,has,O
,been,O
,prepared,O
,.,O
,It,O
,is,O
,hoped,O
,that,O
,this,O
,paper,O
,",",O
,together,O
,with,O
,others,O
,to,O
,follow,O
,—,O
,namely,O
,",",O
,Part,O
,II,O
,",",O
,S,O
,##po,O
,##nge,O
,Fisheries,O
,;,O
,Part,O
,III,O
,",",O
,Pearl,O
,Fisheries,O
,;,O
,Part,O
,IV,O
,",",O
,Other,O
,Marine,O
,Products,O
,(,O
,aside,O
,from,O
,fishes,O
,",",O
,pearl,O
,o,O
,##yster,O
,##s,O
,",",O
,and,O
,s,O
,##po,O
,##nges,O
,),O
,—,O
,will,O
,serve,O
,to,O
,create,O
,an,O
,interest,O
,and,O
,help,O
,in,O
,the,O
,development,O
,of,O
,the,O
,rich,O
,fish,O
,##ery,O
,assets,O
,of,O
,the,O
,Islands,O
,.,O
,THE,O
,AN,B-Taxon
,##CH,I-Taxon
,##O,I-Taxon
,##VI,I-Taxon
,##ES,I-Taxon
,.,O
,Family,O
,En,B-Taxon
,##gra,I-Taxon
,##uli,I-Taxon
,##dae,I-Taxon
,.,O
,(,O
,P,O
,##I,O
,.,O
,I,O
,),O
,There,O
,are,O
,at,O
,least,O
,four,O
,different,O
,species,O
,of,O
,an,O
,##cho,O
,##vies,O
,in,O
,the,O
,Philippine,O
,waters,O
,",",O
,the,O
,most,O
,abundant,O
,",",O
,perhaps,O
,",",O
,being,O
,An,B-Taxon
,##cho,I-Taxon
,##via,I-Taxon
,com,I-Taxon
,##mers,I-Taxon
,##onia,I-Taxon
,##na,I-Taxon
,(,O
,Lac,O
,##ep,O
,##ede,O
,),O
,",",O
,called,O
,mills,B-Taxon
,in,O
,Tag,O
,##alog,O
,",",O
,mon,O
,##aco,O
,in,O
,Il,O
,##oka,O
,##no,O
,",",O
,and,O
,an,B-Taxon
,##ah,I-Taxon
,##hat,I-Taxon
,in,O
,More,O
,.,O
,An,B-Taxon
,##cho,I-Taxon
,##via,I-Taxon
,du,I-Taxon
,##ss,I-Taxon
,##umi,I-Taxon
,##eri,I-Taxon
,Block,I-Taxon
,##er,I-Taxon
,",",O
,termed,O
,dump,B-Taxon
,##ila,I-Taxon
,##s,I-Taxon
,in,O
,Tag,O
,##alog,O
,",",O
,and,O
,me,B-Taxon
,##rg,I-Taxon
,##ui,I-Taxon
,in,O
,Mo,O
,##ro,O
,is,O
,a,O
,large,O
,species,O
,",",O
,but,O
,less,O
,abundant,O
,than,O
,the,O
,hills,O
,.,O
,The,O
,common,B-Taxon
,an,I-Taxon
,##cho,I-Taxon
,##vy,I-Taxon
,(,O
,di,B-Taxon
,##lis,I-Taxon
,),O
,is,O
,found,O
,in,O
,great,O
,numbers,O
,along,O
,the,O
,shores,O
,of,O
,almost,O
,all,O
,the,O
,islands,O
,of,O
,the,O
,group,O
,;,O
,it,O
,is,O
,almost,O
,transparent,O
,",",O
,with,O
,very,O
,thin,O
,",",O
,deciduous,O
,scales,O
,.,O
,This,O
,species,O
,is,O
,a,O
,delicate,O
,little,O
,fish,O
,of,O
,fine,O
,flavor,O
,and,O
,would,O
,bring,O
,a,O
,good,O
,price,O
,",",O
,if,O
,put,O
,up,O
,in,O
,attractive,O
,form,O
,either,O
,in,O
,oil,O
,or,O
,s,O
,##pice,O
,",",O
,or,O
,if,O
,made,O
,into,O
,an,O
,##cho,O
,##vy,O
,paste,O
,.,O
,51,O
,##3,O
,,
Sentence 9,GE,O
,##OL,O
,##O,O
,##GI,O
,##C,O
,R,O
,##EC,O
,##ON,O
,##NA,O
,##IS,O
,##SA,O
,##NC,O
,##E,O
,OF,O
,MI,B-GeographicalLocation
,##ND,I-GeographicalLocation
,##AN,I-GeographicalLocation
,##A,I-GeographicalLocation
,##O,I-GeographicalLocation
,AND,O
,S,B-GeographicalLocation
,##U,I-GeographicalLocation
,##L,I-GeographicalLocation
,##U,I-GeographicalLocation
,.,O
,49,O
,##7,O
,ground,O
,;,O
,however,O
,",",O
,there,O
,are,O
,neither,O
,ashes,O
,nor,O
,lava,O
,.,O
,The,O
,pathway,O
,',O
,follows,O
,the,O
,south,O
,side,O
,of,O
,a,O
,huge,O
,c,O
,##re,O
,##vas,O
,##se,O
,visible,O
,from,O
,far,O
,below,O
,",",O
,and,O
,after,O
,following,O
,this,O
,for,O
,about,O
,300,O
,meters,O
,crosses,O
,to,O
,the,O
,north,O
,side,O
,and,O
,continues,O
,along,O
,it,O
,and,O
,around,O
,its,O
,head,O
,to,O
,a,O
,knife,O
,-,O
,edged,O
,ridge,O
,leading,O
,to,O
,the,O
,summit,O
,.,O
,This,O
,c,O
,##re,O
,##vas,O
,##se,O
,in,O
,some,O
,places,O
,is,O
,probably,O
,20,O
,meters,O
,deep,O
,and,O
,250,O
,wide,O
,",",O
,it,O
,has,O
,eight,O
,or,O
,ten,O
,vent,O
,##s,O
,from,O
,which,O
,vapor,O
,##s,O
,containing,O
,su,O
,##l,O
,##ph,O
,##ur,O
,dioxide,O
,issue,O
,.,O
,A,O
,cone,O
,of,O
,fairly,O
,pure,O
,su,O
,##l,O
,##ph,O
,##ur,O
,surrounds,O
,each,O
,vent,O
,;,O
,in,O
,individual,O
,cases,O
,these,O
,deposits,O
,may,O
,reach,O
,dimensions,O
,of,O
,several,O
,thousand,O
,k,O
,##ilo,O
,##s,O
,;,O
,possibly,O
,there,O
,may,O
,be,O
,400,O
,metric,O
,tons,O
,of,O
,this,O
,material,O
,altogether,O
,.,O
,It,O
,probably,O
,',O
,could,O
,not,O
,be,O
,handled,O
,convenient,O
,##ly,O
,.,O
,A,O
,clay,O
,tablet,O
,with,O
,the,O
,inscription,O
,—,O
,La,O
,clinic,O
,##a,O
,Ex,O
,##ped,O
,##ici,O
,##on,O
,a,O
,Vol,O
,##can,O
,A,O
,##p,O
,##6,O
,1880,O
,il,O
,##ont,O
,##ano,O
,y,O
,Raja,O
,##l,O
,exists,O
,at,O
,about,O
,2,O
,",",O
,350,O
,meters,O
,',O
,altitude,O
,.,O
,Our,O
,party,O
,reached,O
,the,O
,summit,O
,at,O
,a,O
,little,O
,after,O
,noon,O
,.,O
,So,O
,far,O
,as,O
,is,O
,now,O
,known,O
,",",O
,this,O
,is,O
,the,O
,highest,O
,mountain,O
,peak,O
,in,O
,the,O
,Philippine,B-GeographicalLocation
,Archipelago,I-GeographicalLocation
,.,O
,The,O
,altitude,O
,was,O
,determined,O
,by,O
,two,O
,trials,O
,with,O
,the,O
,boiling,O
,-,O
,point,O
,method,O
,",",O
,which,O
,gave,O
,respectively,O
,2,O
,",",O
,95,O
,##6,O
,and,O
,2,O
,",",O
,90,O
,##2,O
,meters,O
,.,O
,The,O
,bar,O
,##ometric,O
,reading,O
,at,O
,the,O
,first,O
,trial,O
,showed,O
,2,O
,",",O
,81,O
,##1,O
,meters,O
,",",O
,which,O
,number,O
,is,O
,",",O
,of,O
,course,O
,",",O
,considerably,O
,in,O
,error,O
,.,O
,The,O
,old,O
,Spanish,O
,Coast,O
,and,O
,G,O
,##eo,O
,##det,O
,##ic,O
,chart,O
,of,O
,this,O
,region,O
,gives,O
,3,O
,",",O
,143,O
,meters,O
,",",O
,but,O
,work,O
,now,O
,being,O
,carried,O
,on,O
,by,O
,the,O
,Coast,O
,and,O
,G,O
,##eo,O
,##det,O
,##ic,O
,Survey,O
,of,O
,the,O
,United,O
,States,O
,shows,O
,that,O
,the,O
,Spanish,O
,work,O
,in,O
,these,O
,waters,O
,is,O
,in,O
,error,O
,.,O
,The,O
,records,O
,of,O
,several,O
,parties,O
,are,O
,found,O
,on,O
,the,O
,summit,O
,",",O
,the,O
,earliest,O
,encountered,O
,being,O
,that,O
,of,O
,Sc,O
,##had,O
,##enberg,O
,and,O
,Koch,O
,",",O
,1882,O
,.,O
,,O
,of,O
,the,O
,Mont,O
,##ano,O
,expedition,O
,of,O
,1880,O
,was,O
,visible,O
,and,O
,possibly,O
